hi Parisa
         8087408 function calls (7989965 primitive calls) in 1849.719 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:30(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 category.py:640(_add_comparison_methods)
        6    0.000    0.000    0.000    0.000 category.py:644(_make_compare)
        1    0.000    0.000    0.000    0.000 category.py:688(_add_accessors)
        1    0.000    0.000    0.000    0.000 cbook.py:1006(mkdirs)
        1    0.000    0.000    0.000    0.000 cbook.py:1024(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:1025(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1052(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:1058(__Full)
      205    0.000    0.000    0.003    0.000 cbook.py:1131(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:1291(maxdict)
        4    0.000    0.000    0.000    0.000 cbook.py:1297(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1311(Stack)
       20    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
        1    0.000    0.000    0.000    0.000 cbook.py:1522(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1641(Grouper)
        2    0.000    0.000    0.000    0.000 cbook.py:1677(__init__)
       20    0.000    0.000    0.001    0.000 cbook.py:188(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:2338(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:2358(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 cbook.py:261(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:2710(Locked)
        1    0.000    0.000    0.000    0.000 cbook.py:2724(TimeoutError)
        1    0.000    0.000    0.000    0.000 cbook.py:279(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:285(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:313(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:325(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:336(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:36(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:441(CallbackRegistry)
       20    0.000    0.000    0.000    0.000 cbook.py:52(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 cbook.py:559(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:585(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:650(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:663(__init__)
      139    0.000    0.000    0.000    0.000 cbook.py:678(iterable)
        4    0.000    0.000    0.000    0.000 cbook.py:687(is_string_like)
        1    0.000    0.000    0.001    0.001 cbook.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:866(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:914(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:974(Null)
      440    0.001    0.000    0.001    0.000 cc.py:1006(c_compiler)
      110    0.001    0.000    0.001    0.000 cc.py:1027(header_dirs)
      110    0.001    0.000    0.002    0.000 cc.py:1048(libraries)
      110    0.001    0.000    0.169    0.002 cc.py:1090(__compile__)
      110    0.000    0.000    0.000    0.000 cc.py:1139(get_init_tasks)
       18    0.000    0.000    0.000    0.000 cc.py:115(failure_code_init)
      110    0.000    0.000    0.170    0.002 cc.py:1155(make_thunk)
      110    0.001    0.000    0.142    0.001 cc.py:1196(cmodule_key)
      110    0.003    0.000    0.011    0.000 cc.py:1302(cmodule_key_)
      302    0.000    0.000    0.000    0.000 cc.py:1320(<genexpr>)
      192    0.000    0.000    0.001    0.000 cc.py:1365(in_sig)
      302    0.000    0.000    0.001    0.000 cc.py:1425(<genexpr>)
      220    0.000    0.000    0.000    0.000 cc.py:1428(<genexpr>)
        6    0.000    0.000    0.001    0.000 cc.py:1461(get_src_code)
        6    0.000    0.000    0.001    0.000 cc.py:1497(get_dynamic_module)
      110    0.001    0.000    0.168    0.002 cc.py:1556(cthunk_factory)
        1    0.000    0.000    0.000    0.000 cc.py:1636(_CThunk)
      104    0.000    0.000    0.000    0.000 cc.py:1653(__init__)
       30    0.000    0.000    0.000    0.000 cc.py:1677(__call__)
        1    0.000    0.000    0.000    0.000 cc.py:1701(OpWiseCLinker)
        2    0.000    0.000    0.000    0.000 cc.py:1727(__init__)
        1    0.000    0.000    0.000    0.000 cc.py:1849(DualLinker)
        1    0.000    0.000    0.000    0.000 cc.py:1946(HideC)
       36    0.000    0.000    0.000    0.000 cc.py:320(get_nothing)
       12    0.000    0.000    0.000    0.000 cc.py:328(get_c_declare)
        6    0.000    0.000    0.000    0.000 cc.py:364(get_c_extract)
      110    0.000    0.000    0.011    0.000 cc.py:38(get_module_cache)
        1    0.001    0.001    0.020    0.020 cc.py:4(<module>)
        6    0.000    0.000    0.000    0.000 cc.py:402(get_c_extract_out)
       12    0.000    0.000    0.000    0.000 cc.py:435(get_c_cleanup)
        6    0.000    0.000    0.000    0.000 cc.py:446(get_c_sync)
       72    0.000    0.000    0.001    0.000 cc.py:462(apply_policy)
       12    0.000    0.000    0.001    0.000 cc.py:487(struct_variable_codeblocks)
        1    0.000    0.000    0.000    0.000 cc.py:534(CLinker)
      111    0.000    0.000    0.000    0.000 cc.py:546(__init__)
      110    0.000    0.000    0.003    0.000 cc.py:551(accept)
      110    0.001    0.000    0.003    0.000 cc.py:567(fetch_variables)
      110    0.000    0.000    0.000    0.000 cc.py:605(<genexpr>)
        1    0.000    0.000    0.000    0.000 cc.py:62(CodeBlock)
        6    0.000    0.000    0.001    0.000 cc.py:623(code_gen)
       24    0.000    0.000    0.000    0.000 cc.py:85(__init__)
      110    0.002    0.000    0.127    0.001 cc.py:910(compile_args)
       18    0.000    0.000    0.000    0.000 cc.py:97(failure_code)
        1    0.000    0.000    0.005    0.005 ccompiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccompiler.py:23(CCompiler)
        1    0.000    0.000    0.000    0.000 ccompiler.py:4(<module>)
       11    0.000    0.000    0.000    0.000 ccompiler.py:84(replace_method)
        1    0.000    0.000    0.000    0.000 certs.py:14(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:327(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:352(FieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:783(FormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:803(SvFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:837(InterpFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:865(FormContent)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 chainmap_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap_impl.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 chainmap_impl.py:35(ChainMap)
        1    0.000    0.000    0.000    0.000 chainmap_impl.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.001    0.001    0.001    0.001 chardistribution.py:28(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2036(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 chunked_request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chunked_request.py:10(Stream)
        1    0.000    0.000    0.000    0.000 chunked_request.py:324(_FakeSocket)
        1    0.000    0.000    0.000    0.000 clientresp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:176(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
       32    0.000    0.000    0.000    0.000 cm.py:34(revcmap)
       80    0.000    0.000    0.000    0.000 cm.py:51(_reverse_cmap_spec)
        1    0.001    0.001    0.009    0.009 cm.py:6(<module>)
      160    0.001    0.000    0.007    0.000 cm.py:67(_generate_cmap)
        1    0.000    0.000    0.000    0.000 cmd.py:46(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:55(Cmd)
      110    0.000    0.000    0.012    0.000 cmodule.py:1099(module_from_key)
        1    0.000    0.000    0.000    0.000 cmodule.py:129(DynamicModule)
      110    0.000    0.000    0.011    0.000 cmodule.py:1543(get_module_cache)
        2    0.000    0.000    0.000    0.000 cmodule.py:1602(std_lib_dirs_and_libs)
        2    0.000    0.000    0.000    0.000 cmodule.py:1698(std_lib_dirs)
        1    0.000    0.000    0.000    0.000 cmodule.py:1731(Compiler)
        2    0.000    0.000    0.105    0.052 cmodule.py:1737(_try_compile_tmp)
        1    0.000    0.000    0.047    0.047 cmodule.py:1845(try_march_flag)
        1    0.000    0.000    0.000    0.000 cmodule.py:1873(GCC_compiler)
      110    0.000    0.000    0.000    0.000 cmodule.py:1879(version_str)
  112/111    0.002    0.000    0.064    0.001 cmodule.py:1883(compile_args)
        2    0.000    0.000    0.014    0.007 cmodule.py:1921(get_lines)
        2    0.000    0.000    0.000    0.000 cmodule.py:2000(join_options)
      336    0.000    0.000    0.000    0.000 cmodule.py:2154(<genexpr>)
        2    0.000    0.000    0.105    0.052 cmodule.py:2176(try_compile_tmp)
       30    0.000    0.000    0.006    0.000 cmodule.py:251(dlimport)
       30    0.000    0.000    0.000    0.000 cmodule.py:324(last_access_time)
       30    0.000    0.000    0.000    0.000 cmodule.py:333(module_name_from_dir)
        1    0.000    0.000    0.008    0.008 cmodule.py:4(<module>)
       50    0.000    0.000    0.000    0.000 cmodule.py:432(get_safe_part)
        1    0.000    0.000    0.000    0.000 cmodule.py:459(KeyData)
       60    0.000    0.000    0.000    0.000 cmodule.py:519(get_entry)
        1    0.000    0.000    0.000    0.000 cmodule.py:53(MissingGXX)
        1    0.000    0.000    0.000    0.000 cmodule.py:562(ModuleCache)
        1    0.000    0.000    0.011    0.011 cmodule.py:662(__init__)
      104    0.000    0.000    0.006    0.000 cmodule.py:684(_get_module)
        1    0.001    0.001    0.011    0.011 cmodule.py:698(refresh)
        1    0.000    0.000    0.000    0.000 cmodule.py:80(ExtFunction)
      110    0.002    0.000    0.011    0.000 cmodule.py:994(_get_from_key)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
       34    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
       10    0.000    0.000    0.000    0.000 codecs.py:302(__init__)
       10    0.000    0.000    0.000    0.000 codecs.py:311(decode)
        3    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.002    0.002    0.016    0.016 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1029(RegularPolyCollection)
       24    0.000    0.000    0.000    0.000 collections.py:108(clear)
        1    0.000    0.000    0.000    0.000 collections.py:1094(StarPolygonCollection)
        1    0.000    0.000    0.001    0.001 collections.py:11(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1101(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1108(LineCollection)
        3    0.000    0.000    0.000    0.000 collections.py:117(keys)
      723    0.001    0.000    0.001    0.000 collections.py:125(items)
        1    0.000    0.000    0.000    0.000 collections.py:1284(EventCollection)
      552    0.000    0.000    0.001    0.000 collections.py:133(itervalues)
      357    0.000    0.000    0.000    0.000 collections.py:138(iteritems)
        1    0.000    0.000    0.000    0.000 collections.py:1539(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1559(EllipseCollection)
     1289    0.001    0.000    0.004    0.000 collections.py:163(setdefault)
        1    0.000    0.000    0.000    0.000 collections.py:1649(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1704(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1774(QuadMesh)
       84    0.020    0.000    0.025    0.000 collections.py:305(namedtuple)
     3591    0.001    0.000    0.001    0.000 collections.py:349(<genexpr>)
      362    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
      362    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        1    0.000    0.000    0.000    0.000 collections.py:46(Collection)
     1076    0.003    0.000    0.006    0.000 collections.py:50(__init__)
     2319    0.002    0.000    0.003    0.000 collections.py:71(__setitem__)
      239    0.000    0.000    0.000    0.000 collections.py:81(__delitem__)
        1    0.000    0.000    0.000    0.000 collections.py:840(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:889(PathCollection)
     3226    0.001    0.000    0.001    0.000 collections.py:90(__iter__)
        1    0.000    0.000    0.000    0.000 collections.py:915(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:982(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:1258(ColorbarPatch)
        1    0.000    0.000    0.024    0.024 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:886(Colorbar)
     1384    0.001    0.000    0.002    0.000 colors.py:107(_is_nth_color)
        1    0.000    0.000    0.000    0.000 colors.py:1085(PowerNorm)
      412    0.000    0.000    0.004    0.000 colors.py:113(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1161(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1236(NoNorm)
      972    0.002    0.000    0.006    0.000 colors.py:128(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1399(LightSource)
      351    0.002    0.000    0.003    0.000 colors.py:151(_to_rgba_no_colorcycle)
      344    0.000    0.000    0.000    0.000 colors.py:171(<genexpr>)
     1260    0.000    0.000    0.000    0.000 colors.py:203(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:281(ColorConverter)
      572    0.000    0.000    0.004    0.000 colors.py:313(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:33(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:402(Colormap)
      168    0.000    0.000    0.000    0.000 colors.py:414(__init__)
        1    0.000    0.000    0.002    0.002 colors.py:57(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:584(LinearSegmentedColormap)
      128    0.000    0.000    0.000    0.000 colors.py:591(__init__)
       64    0.001    0.000    0.007    0.000 colors.py:665(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:703(ListedColormap)
       40    0.000    0.000    0.000    0.000 colors.py:710(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:775(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:898(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:94(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:969(SymLogNorm)
        4    0.001    0.000    0.003    0.001 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:117(is_sparse)
        1    0.000    0.000    0.000    0.000 common.py:1549(is_extension_type)
        1    0.000    0.000    0.000    0.000 common.py:1722(_get_dtype_type)
      4/2    0.000    0.000    0.000    0.000 common.py:1766(_get_dtype_from_object)
        2    0.000    0.000    0.000    0.000 common.py:1823(_validate_date_like_dtype)
        5    0.000    0.000    0.000    0.000 common.py:190(is_categorical)
        1    0.000    0.000    0.000    0.000 common.py:205(_default_index)
        5    0.000    0.000    0.000    0.000 common.py:222(is_datetimetz)
        1    0.000    0.000    0.000    0.000 common.py:23(NameResolutionError)
        1    0.000    0.000    0.001    0.001 common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 common.py:302(groupby)
       50    0.000    0.000    0.000    0.000 common.py:32(outer)
        5    0.000    0.000    0.000    0.000 common.py:333(is_datetime64tz_dtype)
        2    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 common.py:413(MMapWrapper)
        1    0.000    0.000    0.000    0.000 common.py:456(UTF8Recoder)
        5    0.000    0.000    0.000    0.000 common.py:475(is_categorical_dtype)
        1    0.000    0.000    0.000    0.000 common.py:483(UnicodeReader)
        1    0.000    0.000    0.000    0.000 common.py:501(UnicodeWriter)
       10    0.000    0.000    0.000    0.000 common.py:57(outer)
        1    0.000    0.000    0.000    0.000 common.py:80(BaseIterator)
        1    0.000    0.000    0.000    0.000 common.py:80(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 common.py:84(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 common.py:84(is_object_dtype)
        1    0.000    0.000    0.000    0.000 common.py:88(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:4(<module>)
        1    0.001    0.001    0.008    0.008 compat.py:9(<module>)
        1    0.000    0.000    0.000    0.000 compilelock.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compilelock.py:338(Unlocker)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 concat.py:210(_Concatenator)
        2    0.000    0.000    0.000    0.000 concat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 config.py:170(get_default_val)
        1    0.000    0.000    0.000    0.000 config.py:175(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:178(__init__)
        1    0.000    0.000    0.000    0.000 config.py:217(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:219(__init__)
        2    0.000    0.000    0.000    0.000 config.py:223(__call__)
        1    0.000    0.000    0.000    0.000 config.py:374(option_context)
       46    0.000    0.000    0.001    0.000 config.py:411(register_option)
        2    0.000    0.000    0.000    0.000 config.py:477(deprecate_option)
        1    0.000    0.000    0.001    0.001 config.py:49(<module>)
        3    0.000    0.000    0.000    0.000 config.py:528(_select_options)
        2    0.000    0.000    0.000    0.000 config.py:546(_get_root)
        5    0.000    0.000    0.000    0.000 config.py:561(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 config.py:578(_get_registered_option)
        3    0.000    0.000    0.000    0.000 config.py:589(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:6(<module>)
        2    0.000    0.000    0.000    0.000 config.py:602(_warn_if_deprecated)
       16    0.000    0.000    0.000    0.000 config.py:689(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:69(OptionError)
       24    0.000    0.000    0.000    0.000 config.py:719(wrap)
       46    0.000    0.000    0.001    0.000 config.py:720(inner)
        5    0.000    0.000    0.000    0.000 config.py:741(is_type_factory)
       22    0.000    0.000    0.000    0.000 config.py:755(inner)
        6    0.000    0.000    0.000    0.000 config.py:762(is_instance_factory)
        3    0.000    0.000    0.000    0.000 config.py:78(_get_single_key)
        8    0.000    0.000    0.000    0.000 config.py:782(inner)
        7    0.000    0.000    0.000    0.000 config.py:789(is_one_of_factory)
        7    0.000    0.000    0.000    0.000 config.py:794(inner)
        2    0.000    0.000    0.000    0.000 config.py:96(_get_option)
        1    0.000    0.000    0.002    0.002 config_init.py:11(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:494(_register_xlsx)
        1    0.002    0.002    0.057    0.057 configdefaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1020(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1026(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1042(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1053(is_valid_check_preallocated_output_param)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1081(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1091(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1096(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1101(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1107(<lambda>)
        1    0.000    0.000    0.058    0.058 configdefaults.py:1189(default_blas_ldflags)
        4    0.000    0.000    0.000    0.000 configdefaults.py:1343(<genexpr>)
        1    0.000    0.000    0.058    0.058 configdefaults.py:1385(try_blas_flag)
        1    0.000    0.000    0.000    0.000 configdefaults.py:144(ContextsParam)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1446(filter_vm_lazy)
        1    0.000    0.000    0.000    0.000 configdefaults.py:145(__init__)
        1    0.000    0.000    0.000    0.000 configdefaults.py:146(filter)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1492(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1549(<lambda>)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1554(<lambda>)
      113    0.000    0.000    0.000    0.000 configdefaults.py:1580(local_bitwidth)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1595(python_int_bitwidth)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1618(short_platform)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1710(default_compiledirname)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1716(filter_base_compiledir)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1721(filter_compiledir)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1764(get_home_dir)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1801(default_compiledir)
        1    0.000    0.000    0.000    0.000 configdefaults.py:217(filter_nvcc_flags)
        1    0.000    0.000    0.000    0.000 configdefaults.py:299(safe_no_dnn_workmem)
        2    0.000    0.000    0.000    0.000 configdefaults.py:30(floatX_convert)
        1    0.000    0.000    0.000    0.000 configdefaults.py:316(safe_no_dnn_workmem_bwd)
        1    0.000    0.000    0.000    0.000 configdefaults.py:335(safe_no_dnn_algo_bwd)
        2    0.000    0.000    0.000    0.000 configdefaults.py:394(default_dnn_path)
        1    0.000    0.000    0.000    0.000 configdefaults.py:491(warn_cxx)
        1    0.000    0.000    0.000    0.000 configdefaults.py:561(safe_no_home)
        1    0.000    0.000    0.000    0.000 configdefaults.py:606(<lambda>)
       11    0.000    0.000    0.000    0.000 configdefaults.py:730(warn_default)
        1    0.000    0.000    0.000    0.000 configdefaults.py:87(DeviceParam)
        2    0.000    0.000    0.000    0.000 configdefaults.py:88(__init__)
        2    0.000    0.000    0.000    0.000 configdefaults.py:91(filter)
        1    0.000    0.000    0.000    0.000 configdefaults.py:964(good_seed_param)
       40    0.001    0.000    0.001    0.000 configparser.py:101(__init__)
        2    0.000    0.000    0.000    0.000 configparser.py:113(__call__)
       38    0.000    0.000    0.000    0.000 configparser.py:120(__enter__)
       38    0.000    0.000    0.000    0.000 configparser.py:131(__exit__)
      136    0.001    0.000    0.001    0.000 configparser.py:136(fetch_val_for_key)
      110    0.002    0.000    0.003    0.000 configparser.py:186(get_config_md5)
      660    0.000    0.000    0.000    0.000 configparser.py:195(<lambda>)
        1    0.000    0.000    0.000    0.000 configparser.py:200(TheanoConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:22(TheanoConfigWarning)
  231/133    0.001    0.000    0.003    0.000 configparser.py:226(AddConfigVar)
       28    0.000    0.000    0.000    0.000 configparser.py:265(SubObj)
        1    0.000    0.000    0.000    0.000 configparser.py:299(ConfigParam)
      133    0.000    0.000    0.000    0.000 configparser.py:301(__init__)
11898/11892    0.004    0.000    0.066    0.000 configparser.py:320(__get__)
      219    0.000    0.000    0.001    0.000 configparser.py:337(__set__)
        1    0.000    0.000    0.000    0.000 configparser.py:34(parse_config_string)
        1    0.000    0.000    0.000    0.000 configparser.py:349(EnumStr)
       28    0.000    0.000    0.000    0.000 configparser.py:350(__init__)
      110    0.000    0.000    0.000    0.000 configparser.py:362(filter)
        1    0.000    0.000    0.000    0.000 configparser.py:379(TypedParam)
       94    0.000    0.000    0.000    0.000 configparser.py:380(__init__)
       98    0.000    0.000    0.000    0.000 configparser.py:383(filter)
        1    0.000    0.000    0.002    0.002 configparser.py:4(<module>)
       15    0.000    0.000    0.000    0.000 configparser.py:402(StrParam)
       15    0.000    0.000    0.000    0.000 configparser.py:406(IntParam)
        4    0.000    0.000    0.000    0.000 configparser.py:410(FloatParam)
       60    0.000    0.000    0.000    0.000 configparser.py:414(BoolParam)
       60    0.000    0.000    0.000    0.000 configparser.py:417(booltype)
       59    0.000    0.000    0.000    0.000 configparser.py:423(is_valid_bool)
        1    0.000    0.000    0.000    0.000 configparser.py:66(config_files_from_theanorc)
        1    0.000    0.000    0.000    0.000 configparser.py:94(change_flags)
        2    0.000    0.000    0.003    0.002 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:107(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:208(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:246(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:27(ConnectionError)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:70(HTTPConnection)
        1    0.000    0.000    0.012    0.012 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:58(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:737(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:98(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 console.py:14(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:125(StemContainer)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       32    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
       32    0.000    0.000    0.001    0.000 contextlib.py:15(__enter__)
       32    0.000    0.000    0.000    0.000 contextlib.py:21(__exit__)
       27    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       32    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
