hi Parisa
         8087408 function calls (7989965 primitive calls) in 1849.719 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nnet.py:1385(CrossentropyCategorical1HotGrad)
        1    0.001    0.001    0.016    0.016 nnet.py:14(<module>)
        1    0.000    0.000    0.000    0.000 nnet.py:1408(CrossentropyCategorical1Hot)
        8    0.000    0.000    0.005    0.001 nnet.py:1472(crossentropy_to_crossentropy_with_softmax_with_bias)
        8    0.000    0.000    0.005    0.001 nnet.py:1486(search_make_one_sub)
        2    0.000    0.000    0.001    0.001 nnet.py:1507(crossentropy_to_crossentropy_with_softmax)
        2    0.000    0.000    0.001    0.001 nnet.py:1525(search_make_one_sub)
        1    0.000    0.000    0.000    0.000 nnet.py:2073(Prepend_scalar_constant_to_each_row)
        2    0.000    0.000    0.001    0.000 nnet.py:2077(__init__)
        1    0.000    0.000    0.000    0.000 nnet.py:2127(Prepend_scalar_to_each_row)
        1    0.000    0.000    0.000    0.000 nnet.py:2428(ScalarSoftsign)
        1    0.000    0.000    0.000    0.000 nnet.py:293(SoftmaxGrad)
        1    0.000    0.000    0.000    0.000 nnet.py:412(Softmax)
        1    0.000    0.000    0.000    0.000 nnet.py:43(SoftmaxWithBias)
        1    0.000    0.000    0.000    0.000 nnet.py:600(LogSoftmax)
       66    0.000    0.000    0.000    0.000 nnet.py:743(local_logsoftmax)
       85    0.000    0.000    0.001    0.000 nnet.py:882(softmax_simplifier)
        1    0.000    0.000    0.000    0.000 nnet.py:922(CrossentropySoftmaxArgmax1HotWithBias)
        1    0.000    0.000    0.000    0.000 nnet.py:959(__init__)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        7    0.000    0.000    0.001    0.000 nonlin.py:1491(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:414(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
       41    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
       20    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 npy_pkg_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npy_pkg_config.py:153(VariableSet)
        1    0.000    0.000    0.000    0.000 npy_pkg_config.py:17(FormatError)
        1    0.000    0.000    0.000    0.000 npy_pkg_config.py:28(PkgNotFound)
        1    0.000    0.000    0.000    0.000 npy_pkg_config.py:81(LibraryInfo)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 null_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 null_type.py:21(__init__)
        1    0.000    0.000    0.000    0.000 null_type.py:5(NullType)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        3    0.001    0.000    0.001    0.000 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:112(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:150(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:170(UInt64Index)
       31    0.000    0.000    0.001    0.000 numeric.py:1905(array_str)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 numeric.py:21(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:2365(identity)
        1    0.000    0.000    0.000    0.000 numeric.py:248(Float64Index)
        9    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
        9    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2992(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2997(errstate)
        4    0.000    0.000    0.000    0.000 numeric.py:3060(__init__)
        4    0.000    0.000    0.000    0.000 numeric.py:3064(__enter__)
        4    0.000    0.000    0.000    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
      519    0.000    0.000    0.005    0.000 numeric.py:463(asarray)
    12936    0.020    0.000    0.149    0.000 numeric.py:534(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:75(is_all_dates)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 offline.py:5(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1207(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1358(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1600(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1716(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1744(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:292(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:336(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:415(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:494(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:706(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:873(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:980(AnchoredOffsetbox)
        1    0.001    0.001    0.001    0.001 offsets.py:1(<module>)
       10    0.000    0.000    0.000    0.000 offsets.py:106(apply_index_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:1073(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1103(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1114(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1142(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1167(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1258(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:126(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 offsets.py:131(CacheableOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1317(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:135(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1375(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1401(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1439(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1499(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1560(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:1645(WeekDay)
        8    0.000    0.000    0.000    0.000 offsets.py:1665(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1845(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1882(BQuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:191(__init__)
       13    0.000    0.000    0.000    0.000 offsets.py:1929(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1933(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1969(QuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:197(_determine_offset)
        1    0.000    0.000    0.000    0.000 offsets.py:2018(QuarterBegin)
        7    0.000    0.000    0.000    0.000 offsets.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2077(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2113(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2145(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2208(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2482(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:2640(Easter)
        6    0.000    0.000    0.000    0.000 offsets.py:2685(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2692(Tick)
        1    0.000    0.000    0.000    0.000 offsets.py:2807(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2812(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2817(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2822(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2827(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2832(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2837(Nano)
       31    0.000    0.000    0.000    0.000 offsets.py:2937(<genexpr>)
       27    0.000    0.000    0.000    0.000 offsets.py:51(apply_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:514(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:524(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:702(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:924(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:947(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:973(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:990(get_calendar)
      102    0.000    0.000    0.000    0.000 op.py:105(c_libraries)
      163    0.000    0.000    0.000    0.000 op.py:1050(get_debug_values)
        1    0.000    0.000    0.000    0.000 op.py:1113(OpenMPOp)
      226    0.000    0.000    0.000    0.000 op.py:1134(__init__)
       13    0.000    0.000    0.000    0.000 op.py:1139(__setstate__)
       21    0.000    0.000    0.000    0.000 op.py:1145(c_compile_args)
       21    0.000    0.000    0.000    0.000 op.py:1186(update_self_openmp)
        1    0.000    0.000    0.000    0.000 op.py:1213(simple_meth)
        4    0.000    0.000    0.000    0.000 op.py:1224(apply_meth)
        1    0.000    0.000    0.000    0.000 op.py:1239(COp)
        6    0.000    0.000    0.000    0.000 op.py:172(c_code_cache_version)
       81    0.000    0.000    0.000    0.000 op.py:189(c_compile_args)
      410    0.000    0.000    0.000    0.000 op.py:213(c_no_compile_args)
        1    0.000    0.000    0.000    0.000 op.py:252(CLinkerOp)
        6    0.000    0.000    0.000    0.000 op.py:263(c_code)
      110    0.000    0.000    0.001    0.000 op.py:305(c_code_cache_version_apply)
        6    0.000    0.000    0.000    0.000 op.py:367(c_support_code_apply)
        6    0.000    0.000    0.000    0.000 op.py:396(c_init_code_apply)
        6    0.000    0.000    0.000    0.000 op.py:424(c_init_code_struct)
        6    0.000    0.000    0.000    0.000 op.py:448(c_support_code_struct)
        6    0.000    0.000    0.000    0.000 op.py:470(c_cleanup_code_struct)
        1    0.000    0.000    0.000    0.000 op.py:49(CLinkerObject)
        1    0.000    0.000    0.000    0.000 op.py:491(PureOp)
       28    0.000    0.000    0.002    0.000 op.py:541(_get_test_value)
  964/891    0.002    0.000    0.092    0.000 op.py:583(__call__)
        1    0.001    0.001    0.017    0.017 op.py:7(<module>)
       21    0.000    0.000    0.015    0.001 op.py:710(L_op)
       30    0.000    0.000    0.000    0.000 op.py:781(do_constant_folding)
      402    0.000    0.000    0.000    0.000 op.py:79(c_header_dirs)
        1    0.000    0.000    0.000    0.000 op.py:793(Op)
      236    0.000    0.000    0.000    0.000 op.py:798(prepare_node)
      110    0.001    0.000    0.200    0.002 op.py:812(make_c_thunk)
      168    0.000    0.000    0.000    0.000 op.py:822(is_f16)
      168    0.000    0.000    0.000    0.000 op.py:825(<genexpr>)
      106    0.000    0.000    0.000    0.000 op.py:826(<genexpr>)
       30    0.000    0.000    0.000    0.000 op.py:842(rval)
        6    0.000    0.000    0.000    0.000 op.py:853(make_py_thunk)
      124    0.001    0.000    0.028    0.000 op.py:871(rval)
      110    0.000    0.000    0.201    0.002 op.py:892(make_thunk)
       28    0.000    0.000    0.002    0.000 op.py:970(get_test_value)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 openpyxl_compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:103(OutputGuard)
       40    0.000    0.000    0.001    0.000 ops.py:1033(_flex_method_SERIES)
       68    0.000    0.000    0.002    0.000 ops.py:1171(_arith_method_FRAME)
       12    0.000    0.000    0.000    0.000 ops.py:1249(_flex_comp_method_FRAME)
        1    0.000    0.000    0.000    0.000 ops.py:128(register_deep_copy_op_c_code)
       12    0.000    0.000    0.000    0.000 ops.py:1293(_comp_method_FRAME)
       20    0.000    0.000    0.000    0.000 ops.py:1320(_arith_method_PANEL)
       18    0.000    0.000    0.000    0.000 ops.py:1352(_comp_method_PANEL)
      337    0.000    0.000    0.000    0.000 ops.py:145(<genexpr>)
        1    0.000    0.000    0.000    0.000 ops.py:146(DeepCopyOp)
       13    0.000    0.000    0.000    0.000 ops.py:149(add_methods)
        1    0.000    0.000    0.000    0.000 ops.py:155(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:156(Constant)
        7    0.000    0.000    0.002    0.000 ops.py:170(add_special_arithmetic_methods)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.000    0.000 ops.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:207(register_shape_c_code)
       35    0.000    0.000    0.000    0.000 ops.py:209(_wrap_inplace_method)
        1    0.000    0.000    0.000    0.000 ops.py:226(Shape)
        3    0.000    0.000    0.000    0.000 ops.py:23(register_view_op_c_code)
        6    0.000    0.000    0.003    0.001 ops.py:239(add_flex_arithmetic_methods)
      175    0.000    0.000    0.008    0.000 ops.py:246(make_node)
        2    0.000    0.000    0.000    0.000 ops.py:258(infer_shape)
        1    0.000    0.000    0.000    0.000 ops.py:281(_Op)
        1    0.000    0.000    0.000    0.000 ops.py:315(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:317(Shape_i)
        1    0.000    0.000    0.000    0.000 ops.py:32(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:337(_TimeOp)
       16    0.000    0.000    0.000    0.000 ops.py:338(__init__)
       16    0.000    0.000    0.000    0.000 ops.py:350(make_node)
        9    0.000    0.000    0.000    0.000 ops.py:369(c_code_cache_version)
        9    0.000    0.000    0.000    0.000 ops.py:374(<lambda>)
        9    0.000    0.000    0.000    0.000 ops.py:402(infer_shape)
        1    0.000    0.000    0.000    0.000 ops.py:41(ViewOp)
        1    0.000    0.000    0.000    0.000 ops.py:44(Term)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
       13    0.001    0.000    0.005    0.000 ops.py:45(_create_methods)
        1    0.000    0.000    0.000    0.000 ops.py:474(register_shape_i_c_code)
        1    0.000    0.000    0.000    0.000 ops.py:478(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:506(FromFunctionOp)
        1    0.000    0.000    0.000    0.000 ops.py:523(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:539(FuncNode)
        6    0.000    0.000    0.000    0.000 ops.py:54(make_node)
      151    0.000    0.000    0.000    0.000 ops.py:55(<lambda>)
      132    0.000    0.000    0.000    0.000 ops.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 ops.py:6(<module>)
      370    0.000    0.000    0.000    0.000 ops.py:60(names)
        1    0.000    0.000    0.000    0.000 ops.py:614(register_rebroadcast_c_code)
        1    0.000    0.000    0.000    0.000 ops.py:632(Rebroadcast)
       30    0.000    0.000    0.000    0.000 ops.py:648(_arith_method_SERIES)
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
       12    0.000    0.000    0.000    0.000 ops.py:749(_comp_method_SERIES)
        1    0.000    0.000    0.000    0.000 ops.py:774(register_specify_shape_c_code)
        1    0.000    0.000    0.000    0.000 ops.py:798(SpecifyShape)
       12    0.000    0.000    0.000    0.000 ops.py:875(_bool_method_SERIES)
        6    0.000    0.000    0.000    0.000 ops.py:94(infer_shape)
        1    0.000    0.000    0.010    0.010 opt.py:1(<module>)
       84    0.000    0.000    0.000    0.000 opt.py:100(add_requirements)
       59    0.000    0.000    0.001    0.000 opt.py:1013(shape_ir)
       92    0.000    0.000    0.001    0.000 opt.py:1026(shape_tuple)
      527    0.001    0.000    0.002    0.000 opt.py:1049(unpack)
        1    0.000    0.000    0.000    0.000 opt.py:1052(LocalOptimizer)
    21851    0.005    0.000    0.007    0.000 opt.py:1061(__hash__)
       86    0.000    0.000    0.000    0.000 opt.py:1099(add_requirements)
       12    0.000    0.000    0.001    0.000 opt.py:111(broadcast_like)
        1    0.000    0.000    0.000    0.000 opt.py:1114(LocalMetaOptimizer)
      576    0.003    0.000    0.014    0.000 opt.py:1116(set_shape)
      390    0.003    0.000    0.010    0.000 opt.py:1164(update_shape)
        1    0.000    0.000    0.000    0.000 opt.py:1209(FromFunctionLocalOptimizer)
      152    0.000    0.000    0.000    0.000 opt.py:1214(__init__)
      472    0.000    0.000    0.000    0.000 opt.py:1219(add_requirements)
      805    0.000    0.000    0.000    0.000 opt.py:1223(tracks)
      572    0.000    0.000    0.000    0.000 opt.py:1226(__str__)
      152    0.000    0.000    0.000    0.000 opt.py:1237(local_optimizer)
      152    0.000    0.000    0.000    0.000 opt.py:1238(decorator)
        1    0.000    0.000    0.000    0.000 opt.py:125(FromFunctionOptimizer)
       14    0.000    0.000    0.000    0.000 opt.py:1253(<lambda>)
        1    0.000    0.000    0.000    0.000 opt.py:1261(LocalOptGroup)
      968    0.000    0.000    0.004    0.000 opt.py:1266(init_r)
        2    0.000    0.000    0.000    0.000 opt.py:1274(make_vector_shape)
       11    0.000    0.000    0.001    0.000 opt.py:1280(__init__)
        2    0.000    0.000    0.010    0.005 opt.py:1281(on_attach)
       22    0.000    0.000    0.000    0.000 opt.py:1287(<genexpr>)
       22    0.000    0.000    0.000    0.000 opt.py:1289(<genexpr>)
      230    0.000    0.000    0.000    0.000 opt.py:1294(<lambda>)
        2    0.000    0.000    0.000    0.000 opt.py:130(__init__)
      492    0.002    0.000    0.019    0.000 opt.py:1307(on_import)
        6    0.000    0.000    0.000    0.000 opt.py:1312(__str__)
        8    0.000    0.000    0.000    0.000 opt.py:1317(tracks)
      458    0.002    0.000    0.008    0.000 opt.py:1325(transform)
        6    0.000    0.000    0.000    0.000 opt.py:134(add_requirements)
      390    0.001    0.000    0.014    0.000 opt.py:1364(on_change_input)
       12    0.000    0.000    0.000    0.000 opt.py:1408(add_requirements)
        1    0.000    0.000    0.000    0.000 opt.py:1413(GraphToGPULocalOptGroup)
        1    0.000    0.000    0.000    0.000 opt.py:1448(OpSub)
        1    0.000    0.000    0.000    0.000 opt.py:1479(ShapeOptimizer)
        2    0.000    0.000    0.010    0.005 opt.py:1481(add_requirements)
        2    0.000    0.000    0.000    0.000 opt.py:1484(apply)
        1    0.000    0.000    0.000    0.000 opt.py:1488(UnShapeOptimizer)
        1    0.000    0.000    0.000    0.000 opt.py:1497(OpRemove)
        1    0.000    0.000    0.000    0.000 opt.py:150(InplaceElemwiseOptimizer)
        1    0.000    0.000    0.000    0.000 opt.py:1506(local_elemwise_alloc_op)
        4    0.000    0.000    0.000    0.000 opt.py:1507(__init__)
      162    0.000    0.000    0.000    0.000 opt.py:1507(local_elemwise_alloc)
        2    0.000    0.000    0.000    0.000 opt.py:151(optimizer)
       16    0.000    0.000    0.000    0.000 opt.py:1513(tracks)
        1    0.000    0.000    0.000    0.000 opt.py:1532(PatternSub)
        1    0.000    0.000    0.000    0.000 opt.py:154(__init__)
      126    0.000    0.000    0.000    0.000 opt.py:1540(dimshuffled_alloc)
        2    0.000    0.000    0.000    0.000 opt.py:157(add_requirements)
       15    0.000    0.000    0.000    0.000 opt.py:1613(__init__)
      148    0.000    0.000    0.000    0.000 opt.py:1644(tracks)
      109    0.000    0.000    0.004    0.000 opt.py:1649(transform)
      280    0.001    0.000    0.007    0.000 opt.py:1657(local_fill_sink)
  225/109    0.001    0.000    0.003    0.000 opt.py:1670(match)
      108    0.000    0.000    0.000    0.000 opt.py:1672(retry_with_equiv)
      102    0.000    0.000    0.001    0.000 opt.py:1704(local_fill_to_alloc)
      4/1    0.000    0.000    0.000    0.000 opt.py:1735(build)
        1    0.000    0.000    0.000    0.000 opt.py:174(SeqOptimizer)
        2    0.000    0.000    0.029    0.015 opt.py:175(apply)
       19    0.000    0.000    0.000    0.000 opt.py:1753(__str__)
       71    0.000    0.000    0.000    0.000 opt.py:1757(local_useless_fill)
   134/38    0.000    0.000    0.000    0.000 opt.py:1757(pattern_to_str)
       18    0.000    0.000    0.000    0.000 opt.py:1776(local_useless_alloc)
        1    0.000    0.000    0.000    0.000 opt.py:1792(Updater)
       78    0.000    0.000    0.000    0.000 opt.py:1793(__init__)
       18    0.000    0.000    0.000    0.000 opt.py:1801(local_canonicalize_alloc)
      238    0.000    0.000    0.000    0.000 opt.py:1802(on_import)
      354    0.000    0.000    0.000    0.000 opt.py:1806(on_prune)
      326    0.000    0.000    0.000    0.000 opt.py:1810(on_change_input)
       78    0.000    0.000    0.000    0.000 opt.py:1814(on_detach)
        1    0.000    0.000    0.000    0.000 opt.py:1821(NavigatorOptimizer)
        2    0.000    0.000    0.000    0.000 opt.py:1875(local_shape_to_shape_i)
       45    0.000    0.000    0.000    0.000 opt.py:1891(__init__)
      722    0.000    0.000    0.000    0.000 opt.py:1892(local_track_shape_i)
       92    0.000    0.000    0.001    0.000 opt.py:1900(attach_updater)
        6    0.000    0.000    0.000    0.000 opt.py:1909(local_subtensor_inc_subtensor)
       92    0.000    0.000    0.001    0.000 opt.py:1935(detach_updater)
        6    0.000    0.000    0.000    0.000 opt.py:1944(local_subtensor_remove_broadcastable_index)
     9580    0.007    0.000    0.257    0.000 opt.py:1952(process_node)
        8    0.000    0.000    0.000    0.000 opt.py:196(__init__)
       75    0.000    0.000    0.000    0.000 opt.py:1992(local_subtensor_make_vector)
       74    0.000    0.000    0.001    0.000 opt.py:2035(add_requirements)
        1    0.000    0.000    0.000    0.000 opt.py:2050(TopoOptimizer)
       30    0.000    0.000    0.000    0.000 opt.py:2057(__init__)
       67    0.002    0.000    0.234    0.003 opt.py:2065(apply)
       74    0.000    0.000    0.000    0.000 opt.py:2074(importer)
      110    0.000    0.000    0.000    0.000 opt.py:2078(pruner)
      437    0.002    0.000    0.003    0.000 opt.py:2079(local_useless_elemwise)
      8/2    0.000    0.000    0.579    0.290 opt.py:213(apply)
       24    0.000    0.000    0.000    0.000 opt.py:2159(in2out)
       66    0.000    0.000    0.000    0.000 opt.py:2178(local_alloc_unary)
        4    0.000    0.000    0.000    0.000 opt.py:218(<lambda>)
        1    0.000    0.000    0.000    0.000 opt.py:2180(OpKeyOptimizer)
      325    0.000    0.000    0.000    0.000 opt.py:2199(local_cast_cast)
      325    0.001    0.000    0.002    0.000 opt.py:2224(local_func_inv)
        1    0.000    0.000    0.000    0.000 opt.py:2233(ChangeTracker)
       16    0.000    0.000    0.000    0.000 opt.py:2234(__init__)
      187    0.000    0.000    0.000    0.000 opt.py:2238(on_import)
      294    0.000    0.000    0.000    0.000 opt.py:2242(on_change_input)
      172    0.000    0.000    0.000    0.000 opt.py:2245(reset)
       16    0.000    0.000    0.000    0.000 opt.py:2248(on_attach)
       16    0.000    0.000    0.000    0.000 opt.py:2251(on_detach)
      126    0.000    0.000    0.000    0.000 opt.py:2255(merge_dict)
      658    0.000    0.000    0.001    0.000 opt.py:2261(is_inverse_pair)
        1    0.000    0.000    0.000    0.000 opt.py:2268(EquilibriumOptimizer)
        1    0.000    0.000    0.000    0.000 opt.py:2275(Assert)
       15    0.001    0.000    0.004    0.000 opt.py:2293(__init__)
        1    0.000    0.000    0.000    0.000 opt.py:2306(__init__)
      892    0.001    0.000    0.003    0.000 opt.py:2329(get_local_optimizers)
       16    0.000    0.000    0.002    0.000 opt.py:2340(add_requirements)
       16    0.011    0.001    0.350    0.022 opt.py:2351(apply)
      182    0.001    0.000    0.009    0.000 opt.py:2386(apply_cleanup)
